"address","categories/0","categories/1","categories/2","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewImageUrls/49","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","true","/m/0f1nl","en","0","33.7779791","-84.3979638","Bob Williams",,"en","false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"Edited 6 days ago","2026-02-28T21:46:51.170Z",,,,"ChZDSUhNMG9nS0VJQ0FnSUR5cEpPSWJBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5cEpPSWJBEAE!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CIHM0ogKEICAgIDypJOIbA%7C0dcq8A9Apz8%7C?hl=en","116590770052316497989","99","https://lh3.googleusercontent.com/a-/ALV-UjWxuDOWx65Ts6YE07BVj1OKaysq8C76cOjeDCvukWMrwovspKnedQ=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/116590770052316497989?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia",,"false","Go Jackets!",,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","true","/m/0f1nl","en","0","33.7779791","-84.3979638","Kristopher",,,"false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"a week ago","2026-02-28T09:34:50.707Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT21GQlRuWkZNRlZPTjBaUGVuTkJNVUZLZDFCQlRXYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GQlRuWkZNRlZPTjBaUGVuTkJNVUZLZDFCQlRXYxAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOmFBTnZFMFVON0ZPenNBMUFKd1BBTWc%7C0dcfPueBSFb%7C?hl=en","101748817077242465182","31","https://lh3.googleusercontent.com/a-/ALV-UjW472kwRx4W_ceJEWEzpdk8N0Em_DJH0mHcGVAQSJOFuIMjnTv6=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/101748817077242465182?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","3","Georgia",,"false",,,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","true","/m/0f1nl","en","0","33.7779791","-84.3979638","Anass Jari",,,"false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"a week ago","2026-02-26T20:51:48.667Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2tWU2IyaHVVWEptWmpkUE1EVTFiWEF4VjJWVWJGRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWU2IyaHVVWEptWmpkUE1EVTFiWEF4VjJWVWJGRRAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOkVSb2huUXJmZjdPMDU1bXAxV2VUbFE%7C0dcA8Zbka9E%7C?hl=en","113702914453828242747","15","https://lh3.googleusercontent.com/a-/ALV-UjUqa59yIF362SYrySeP4TrzN4oj6ur-JHPiIdXtBXLBMyxf_dKD=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/113702914453828242747?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia",,"false",,,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","false","/m/0f1nl","en","0","33.7779791","-84.3979638","Norberto Nunez",,"es","false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"2 weeks ago","2026-02-21T01:19:02.907Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT25vMmJGYzRNRkJGTjNKSmFITlNVV1kyT1RoaVZuYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25vMmJGYzRNRkJGTjNKSmFITlNVV1kyT1RoaVZuYxAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOno2bFc4MFBFN3JJaHNSUWY2OThiVnc%7C0daFV5q5Hpp%7C?hl=en","106916438917537950606","11","https://lh3.googleusercontent.com/a-/ALV-UjUPMuxscUU3x4d4C7Ppc8sEYRYiNFEF8SLKLuNKJR7bo3u7hORB=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106916438917537950606?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","4","Georgia",,"false","Mucho trafico","A lot of traffic","Georgia Institute of Technology","4.7","en","https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","true","/m/0f1nl","en","0","33.7779791","-84.3979638","Osvaldo Perez",,,"false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"Edited 2 weeks ago","2026-02-17T17:40:33.978Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT20xSWJXbEtRVEE1ZDNGb1dUWkplRWhZU0UxRGMwRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xSWJXbEtRVEE1ZDNGb1dUWkplRWhZU0UxRGMwRRAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOm1IbWlKQTA5d3FoWTZJeEhYSE1Dc0E%7C0d_9VGuJrW1%7C?hl=en","117573493745811935574","14","https://lh3.googleusercontent.com/a-/ALV-UjVWWAJ7_SSHXpQmg_LQSPLZqC-ig5XaryKnk3hpkcVBu42YDtol0Q=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/117573493745811935574?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","4","Georgia",,"false",,,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","false","/m/0f1nl","en","0","33.7779791","-84.3979638","Brian Hill",,"en","false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"3 weeks ago","2026-02-14T13:14:03.710Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2pZME5HdDBjV1JSVDFseFVXcEdlWE50VFdFMFMyYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pZME5HdDBjV1JSVDFseFVXcEdlWE50VFdFMFMyYxAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOjY0NGt0cWRRT1lxUWpGeXNtTWE0S2c%7C0dZ6JQeJqKl%7C?hl=en","114394450904511222033","7","https://lh3.googleusercontent.com/a/ACg8ocJHAhFpikl4sbzX6JDtNerDnqTa7E2rXl0W8Q8egqXIzgSmwQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114394450904511222033?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","1","Georgia",,"false","The staff doesn’t like when you practice the first amendment, source Adam hardy",,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","false","/m/0f1nl","en","0","33.7779791","-84.3979638","Santosh pd Chaudhari",,,"false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"3 weeks ago","2026-02-11T05:44:40.517Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT25WRVRraDVVM2RzWDFkWVVrTXRWR1o2V0hZdGJuYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25WRVRraDVVM2RzWDFkWVVrTXRWR1o2V0hZdGJuYxAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOnVETkh5U3dsX1dYUkMtVGZ6WHYtbnc%7C0dY0S7Tq9lQ%7C?hl=en","116292257706517295364","0","https://lh3.googleusercontent.com/a-/ALV-UjWo9bpBIV4ETC8TXqeBg4lceOP82OpxWVewWjLVA2OcOwGMmgc=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116292257706517295364?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia",,"false",,,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","true","/m/0f1nl","en","0","33.7779791","-84.3979638","Dariusz Prokopowicz",,"en","false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"3 weeks ago","2026-02-08T23:21:40.053Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2twVFdHOXhVRTFRU0ZCVU9Ia3lORWRvTWxwbk1FRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twVFdHOXhVRTFRU0ZCVU9Ia3lORWRvTWxwbk1FRRAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOkpTWG9xUE1QSFBUOHkyNEdoMlpnMEE%7C0dXGe32AeNu%7C?hl=en","106799060039053075620","2949","https://lh3.googleusercontent.com/a-/ALV-UjVjmV4IV3l4QGo2pfrzf00njgVXmcyXXOYAuI1OHUxvrewcGEo=s1920-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/106799060039053075620?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia",,"false","The Georgia Institute of Technology, anchored in the bustling heart of Atlanta at the 30332 zip code, is frequently celebrated in my professional and social circles as a global titan of innovation that consistently turns ""Progress and Service"" into a tangible reality. From numerous substantive discussions with alumni and tech sector leaders, a clear consensus emerges that Georgia Tech provides a merytorically rigorous education that demands high-level resilience but offers a lifetime of unparalleled career returns. My acquaintances often remark on the university’s exceptional ability to foster a sophisticated, collaborative atmosphere where ambitious students support one another through the legendary workload rather than competing in a cut-throat manner. In frequent conversations about the national academic landscape, the public sentiment consistently praises the institution for its world-class research infrastructure and its role as a vital engine for the American technological economy. I am particularly struck by the university’s unique ability to blend a top-tier engineering identity with a rising prowess in business and design, a sentiment echoed by many families I know who have seen their children transform into confident, job-ready professionals. It is evident from the collective feedback of those I trust that the administration handles the school’s rapid growth with a transparent and visionary hand, ensuring it remains an elite, yet accessible, pillar of the University System of Georgia. Friends who have navigated the intensive co-op and internship programs often point to the school’s massive industry network as a decisive factor in their landing positions at prestigious global firms immediately upon graduation. Reflecting on these consistently positive and well-grounded testimonials, I view Georgia Tech as a distinguished powerhouse that executes its mission with undeniable class, academic moxie, and an inspiring dedication to solving the world’s most complex challenges.",,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","true","/m/0f1nl","en","0","33.7779791","-84.3979638","Wayne Gaskin",,"en","false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"a month ago","2026-02-06T03:13:46.664Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2pCM1JreFhUVVExUVZCQ2IxTjVWblY0VURGMVVHYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCM1JreFhUVVExUVZCQ2IxTjVWblY0VURGMVVHYxAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOjB3RkxXTUQ1QVBCb1N5VnV4UDF1UGc%7C0dWKlebcJek%7C?hl=en","106362438000657223779","412","https://lh3.googleusercontent.com/a-/ALV-UjUw_JC5EJH43aHySCmqWxhdhhXb4MuseaqdeSgYp9aK6kzkAPgt=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/106362438000657223779?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia",,"false","Great experience at the college today. Went to hear a talk ""God not dead""?",,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
"Atlanta, GA 30332","Public university","School","University","Public university","13054475435580638479","Atlanta","US","0x88f5048aebc34fe3:0xb52ad03e3ad8c50f","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCrB1aD8I5K7QD9QJq3WurCXuqwksTwz2wGq5hnyRTTvP4gOokavm4Oro_2RYdUtKsV7hKAHEKXZpLL13K2QZE6dr_RdtjP_b2wX0S203OlZPa8mWo1mneirR2Xo7r6k4ME2T4=w408-h305-k-no","false","false","/m/0f1nl","en","0","33.7779791","-84.3979638","Lille Jessi",,"en","false","ChIJ40_D64oE9YgRD8XYOj7QKrU","30332",,"a month ago","2026-02-05T18:19:22.843Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2premN6QmlWM28xY0hGa1NWQlBlRnA0ZEZONVkyYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2premN6QmlWM28xY0hGa1NWQlBlRnA0ZEZONVkyYxAB!2m1!1s0x0:0xb52ad03e3ad8c50f!3m1!1s2@1:CAIQACodChtycF9oOjkzczBiV3o1cHFkSVBPeFp4dFN5Y2c%7C0dWCwemFzrg%7C?hl=en","100780364991513658726","3","https://lh3.googleusercontent.com/a/ACg8ocIUyRbTCF_ogyRUpKWqKAugzhZ5vPwX5oi7ijQjy-OwlQcSDw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100780364991513658726?hl=en","1450","2026-03-07T17:41:50.373Z","Direct Detail URL: https://www.google.com/maps/place/Georgia+Institute+of+Technology/@33.7779787,-84.4082421,15z/data=!3m1!4b1!4m6!3m5!1s0x88f5048aebc34fe3:0xb52ad03e3ad8c50f!8m2!3d33.7779791!4d-84.3979638!16zL20vMGYxbmw?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia",,"false","That's information of my house and working place",,"Georgia Institute of Technology","4.7",,"https://www.google.com/maps/search/?api=1&query=Georgia%20Institute%20of%20Technology&query_place_id=ChIJ40_D64oE9YgRD8XYOj7QKrU",
