"address","categories/0","categories/1","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","true","/m/02y_qth","en","0","33.7751231","-84.3992586","Caroll Anne Boutahar","Midtown",,"false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"a week ago","2026-02-22T14:02:35.746Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2tOSlprbElaM1I1YUZBNE1XUlNjMUpyVVRGTVNVRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tOSlprbElaM1I1YUZBNE1XUlNjMUpyVVRGTVNVRRAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOkNJZklIZ3R5aFA4MWRSc1JrUTFMSUE%7C0daklvgWLnc%7C?hl=en","114221408782906399323","1","https://lh3.googleusercontent.com/a-/ALV-UjWu3ckyhhKufPgM4egwlbV7tgFaK1Eto6FgcIbdQSfh2LIgdZEybw=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/114221408782906399323?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia","349 Ferst Dr NW","false",,,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","false","/m/02y_qth","en","0","33.7751231","-84.3992586","Isaac Horne","Midtown",,"false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"2 weeks ago","2026-02-15T19:02:23.608Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2twdGMwUmhXR1ZqU1dOZlRXUm5Wa281TjNWWWNXYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twdGMwUmhXR1ZqU1dOZlRXUm5Wa281TjNWWWNXYxAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOkptc0RhWGVjSWNfTWRnVko5N3VYcWc%7C0dZWVzZGvmg%7C?hl=en","108597687152356287396","11","https://lh3.googleusercontent.com/a-/ALV-UjU72auGphDJsxdIYSmunWwxNHymYAO09tponf_40O2Q9P3yFuLb=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108597687152356287396?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia","349 Ferst Dr NW","false",,,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","true","/m/02y_qth","en","0","33.7751231","-84.3992586","Wayne Gaskin","Midtown","en","false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"a month ago","2026-02-06T03:15:08.533Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2pGUlMyUnhaSFZzTkZwR2ExVnBSa2g2ZEdKVVVuYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGUlMyUnhaSFZzTkZwR2ExVnBSa2g2ZEdKVVVuYxAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOjFRS2RxZHVsNFpGa1VpRkh6dGJUUnc%7C0dWKmwUnuAG%7C?hl=en","106362438000657223779","412","https://lh3.googleusercontent.com/a-/ALV-UjUw_JC5EJH43aHySCmqWxhdhhXb4MuseaqdeSgYp9aK6kzkAPgt=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/106362438000657223779?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia","349 Ferst Dr NW","false","Great hall for shows and productions",,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","true","/m/02y_qth","en","0","33.7751231","-84.3992586","The Goodmans","Midtown","en","false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"2 months ago","2025-12-29T20:59:53.634Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2xoUlVEVk1OM3B5UmxSZlltbHJlR2RUZHpOYU1sRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xoUlVEVk1OM3B5UmxSZlltbHJlR2RUZHpOYU1sRRAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOlhRUDVMN3pyRlRfYmlreGdTdzNaMlE%7C0dJij8_nm9V%7C?hl=en","104668014764982347983","256","https://lh3.googleusercontent.com/a/ACg8ocLCPAJJGIaBeQjpjYyNCjoHI6YIN9OXWABI10olRFu5Qx6u7w=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/104668014764982347983?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia","349 Ferst Dr NW","false","Saw the black Nativity here with my family.  Such a great musical! Theater was very nice. Could see from anywhere you sat. Sounds was great!",,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","false","/m/02y_qth","en","0","33.7751231","-84.3992586","Lisa Smith","Midtown","en","false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"2 months ago","2025-12-27T16:45:40.110Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT214MVprWjNhR05tY1hSclVXTjVTVU5PU0ZCTVZXYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214MVprWjNhR05tY1hSclVXTjVTVU5PU0ZCTVZXYxAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOmx1ZkZ3aGNmcXRrUWN5SUNOSFBMVWc%7C0dJ-oo5aCBO%7C?hl=en","118378242272162806382","2","https://lh3.googleusercontent.com/a/ACg8ocK_K0f_IOXGWhMj6G9JrB-OGLtjerDjCpoek1GUoTxBqgQi5A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/118378242272162806382?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia","349 Ferst Dr NW","false","We enjoyed Black Nativity @ Ferst Center. We will diffently be back next year.",,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","true","/m/02y_qth","en","0","33.7751231","-84.3992586","shadrack potts","Midtown","en","false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"2 months ago","2025-12-21T14:09:26.254Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2pscVowWndZMEY2TVRKM01URlJUMlJhU0VkalprRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pscVowWndZMEY2TVRKM01URlJUMlJhU0VkalprRRAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOjlqZ0ZwY0F6MTJ3MTFRT2RaSEdjZkE%7C0dGzyLEAnnS%7C?hl=en","100989226729542773933","24","https://lh3.googleusercontent.com/a-/ALV-UjVl3Bq4BH3to2CoG5DPcIcYtY1ijtoGDTX9JSj_qMq7t_vpFw9U=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/100989226729542773933?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia","349 Ferst Dr NW","false","I was here for the Black Nativity Gospel Christmas Musical which was a fantastic performance. The staff was great!",,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","true","/m/02y_qth","en","0","33.7751231","-84.3992586","Jabari Craig","Midtown","en","false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"2 months ago","2025-12-21T04:48:45.472Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2treVZWQmFVRE0xWjBOZk1rcHBObEIxVFVadmRFRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2treVZWQmFVRE0xWjBOZk1rcHBObEIxVFVadmRFRRAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOkkyVVBaUDM1Z0NfMkppNlB1TUZvdEE%7C0dGrkhR8ize%7C?hl=en","104367989233159617075","29","https://lh3.googleusercontent.com/a-/ALV-UjVABQ_SS2yIs4LkC-Sc7hRB4gyw7sJPe2FB2j0kNpId8qaHwz-J=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/104367989233159617075?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","4","Georgia","349 Ferst Dr NW","false","Nice place",,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","false","/m/02y_qth","en","0","33.7751231","-84.3992586","jay Crawford","Midtown","en","false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"2 months ago","2025-12-20T23:04:51.282Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT25sWk5FZ3daVU4xTlRKdU9HSk1iVVZVYVRaWGFVRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sWk5FZ3daVU4xTlRKdU9HSk1iVVZVYVRaWGFVRRAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOnlZNEgwZUN1NTJuOGJMbUVUaTZXaUE%7C0dGmiIFqQK4%7C?hl=en","114583267100327748813","5","https://lh3.googleusercontent.com/a/ACg8ocImBfwXKQRhwntP9f2OvS6Gjd8bKGv59RVSR3KihcezDFUqpw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114583267100327748813?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","4","Georgia","349 Ferst Dr NW","false","👍🏽",,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","true","/m/02y_qth","en","0","33.7751231","-84.3992586","J. Scott","Midtown",,"false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"2 months ago","2025-12-19T17:35:12.071Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2prM2RFbHdOM0JHUzJORmFEUnllbU5sYld0R1VHYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2prM2RFbHdOM0JHUzJORmFEUnllbU5sYld0R1VHYxAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOjk3dElwN3BGS2NFaDRyemNlbWtGUGc%7C0dGNnF3Expr%7C?hl=en","110441794063222257807","25","https://lh3.googleusercontent.com/a-/ALV-UjVCnrf1MXzePd1Hq3G-TVX5fEU5pRGbg0BpVu5DtyYqYmdwMJnx=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/110441794063222257807?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","4","Georgia","349 Ferst Dr NW","false",,,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
"349 Ferst Dr NW, Atlanta, GA 30332","Performing arts theater","Art center","Performing arts theater","1112856754926869468","Atlanta","US","0x88f504897a0a5129:0xf71a9528b4f5bdc","https://lh3.googleusercontent.com/p/AF1QipMKMjj6qxNQi6x78Bx74UuuPyrbQ1jPhwA3jA3u=w408-h272-k-no","false","false","/m/02y_qth","en","0","33.7751231","-84.3992586","Clinton McKinnis","Midtown",,"false","ChIJKVEKeokE9YgR3FtPi1KpcQ8","30332",,"2 months ago","2025-12-15T01:34:00.846Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT25oTWJXdzRSaTFsYXpreGRtRnJRVVIyWm5SdFdrRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25oTWJXdzRSaTFsYXpreGRtRnJRVVIyWm5SdFdrRRAB!2m1!1s0x0:0xf71a9528b4f5bdc!3m1!1s2@1:CAIQACodChtycF9oOnhMbWw4Ri1lazkxdmFrQUR2ZnRtWkE%7C0dEqL7mTe7n%7C?hl=en","113124574969525123905","9","https://lh3.googleusercontent.com/a-/ALV-UjWf2sp-5sDL6sdIxavJojKlI3IO5pU190hj0pOpjLsvWKs4y64wwA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113124574969525123905?hl=en","561","2026-03-07T17:40:35.611Z","Direct Detail URL: https://www.google.com/maps/place/Ferst+Center+For+The+Arts/@33.7751227,-84.4095369,15z/data=!3m1!4b1!4m6!3m5!1s0x88f504897a0a5129:0xf71a9528b4f5bdc!8m2!3d33.7751231!4d-84.3992586!16s%2Fm%2F02y_qth?entry=ttu&g_ep=EgoyMDI2MDMwNC4xIKXMDSoASAFQAw%3D%3D","5","Georgia","349 Ferst Dr NW","false",,,"Ferst Center For The Arts","4.7",,"https://www.google.com/maps/search/?api=1&query=Ferst%20Center%20For%20The%20Arts&query_place_id=ChIJKVEKeokE9YgR3FtPi1KpcQ8",
