topic,topic_name,admiration,amusement,annoyance,approval,caring,confusion,curiosity,disappointment,disapproval,gratitude,optimism
0,"0: [high] Academic Planning & Course Registration (n=12,387)",0.8657383006907716,0.8739928045004225,0.8317738635582821,1.1187479286533744,1.5618002123814667,1.217915963140222,1.201727793723817,1.0948060172699063,0.8419578091639478,1.2309498272547093,1.3043743170442224
1,"1: [high] Academic & Career Development (n=10,216)",1.0019317276816049,0.957236935952275,0.7233986981522733,1.2974078279587171,1.0372887928438046,1.10821170627817,1.2421708930476527,0.9314418274019052,1.037861412991577,1.2849152190241797,1.0571969434301167
2,"2: [low] Housing & Campus Life (n=7,492)",0.9206233775797631,0.9810537437588369,1.13042023681787,0.9701678017724125,0.8859090722411598,1.0644649577237781,1.0517691977879169,0.807854462235446,0.8942770825465862,0.9882241738126111,0.7957526473162446
3,"3: [high] Student Organizations & Events (n=3,790)",1.0761336485767308,0.9337507126662336,0.5337404257499296,0.8538343506889254,0.42786178201745484,0.8224593207767221,1.1315978972031195,0.5721697364039245,0.7380093957140098,1.4519277367939258,1.2082684340397887
4,"4: [high] Event Ticketing (n=3,080)",0.6493198228318682,0.8770461479475298,0.7881335897112597,0.5852120656911302,0.46527222777222776,0.8411862575797002,0.9275073918261494,0.9037265162022443,0.7814184352233132,1.0524847601378213,0.691968808729068
5,"5: [high] Georgia Tech Football (n=4,341)",1.5126969322942356,0.9454743193044235,1.4601118335074095,0.6991080661544951,0.3474917158400227,0.631026951942155,0.5751850980993348,1.9459873457639172,1.2836739502156598,0.42869131066386473,1.6984614527313282
6,"6: [high] Campus Dining (n=2,663)",1.3009397132204632,1.140198032973731,1.336936588780447,0.9098131394265757,0.3398711690112366,0.9425045047140183,0.7721565494883915,1.4463223096806652,1.278320861916843,0.5936185213852722,0.45423818441501773
7,"7: [high] Transportation & Parking (n=3,786)",0.7070888171397444,0.9734541699517131,1.5459205435799068,1.0119548092534396,0.6773334958754927,0.9302540180147932,0.8418362338868883,0.7608493735222767,1.1912258685185901,0.6923763166122233,0.7378985212086361
8,"8: [high] Campus Photography (n=1,354)",1.5119253367792136,1.484690810032437,0.557760058892984,0.6129740066316492,0.2506675377797977,1.0065708895244536,0.9166141027315946,0.7171200757195507,0.5284533631156104,0.857157929641576,0.4679608615062641
9,9: [high] Printing & Tech Resources (n=969),0.6175405447960951,0.8427995239354668,0.7236984045875205,0.7353950070700452,0.4670159561800429,1.3507955275762773,1.2959577045930168,0.5344234372338613,0.8279218371131079,1.2183715591499757,0.6538895835701566
10,10: [high] Campus IT Support (n=878),0.2869664490624223,0.9063011526882704,1.2287782618631637,0.7065822641962303,0.6872262134221131,1.3678458198542343,1.2211719904327516,2.1012108277860095,1.061904179861844,1.0483706010878155,0.9512813826830073
11,11: [high] Student Health & Insurance (n=669),0.8944645559154202,0.6886206067707746,1.1691760875769759,1.177951105495158,1.747470392089226,0.9480110445257023,1.1306536824824973,0.6289361022827868,1.0047244400695128,1.4057990909368232,0.8610123746154119
12,"12: [high] Social & Mental Health (n=6,326)",1.2546049765601348,1.1850516811054959,1.1554419936421019,1.1807937472041223,1.99109292541161,0.708191244097358,0.6593828430577601,1.0744331453793714,0.9768481605144853,0.8508923329053404,1.019821928630787
